"","Account","Date","Peakhour","Hour","kWh","month","day","year","Day of Week","Weekday"
"35064",26435791004,2014-01-24,1,8,306.389995,1,24,2014,5,1
"39444",26435791004,2014-01-24,1,9,339.434991,1,24,2014,5,1
"43824",26435791004,2014-01-24,1,10,348.179993,1,24,2014,5,1
"48204",26435791004,2014-01-24,1,11,345.659988,1,24,2014,5,1
"52584",26435791004,2014-01-24,1,12,329.774997,1,24,2014,5,1
"56964",26435791004,2014-01-24,1,13,331.319991,1,24,2014,5,1
"61344",26435791004,2014-01-24,1,14,321.434993,1,24,2014,5,1
"65724",26435791004,2014-01-24,1,15,299.954993,1,24,2014,5,1
"70104",26435791004,2014-01-24,1,16,292.394992,1,24,2014,5,1
"74484",26435791004,2014-01-24,1,17,291.254992,1,24,2014,5,1
"78864",26435791004,2014-01-24,1,18,281.714995,1,24,2014,5,1
"83244",26435791004,2014-01-24,1,19,265.769996,1,24,2014,5,1
"87624",26435791004,2014-01-24,0,20,235.544992,1,24,2014,5,1
"92004",26435791004,2014-01-24,0,21,229.499994,1,24,2014,5,1
"96384",26435791004,2014-01-24,0,22,219.929994,1,24,2014,5,1
"100764",26435791004,2014-01-24,0,23,199.679997,1,24,2014,5,1
"25",26435791004,2014-01-25,0,0,150.434996,1,25,2014,6,0
"4405",26435791004,2014-01-25,0,1,84.915,1,25,2014,6,0
"8785",26435791004,2014-01-25,0,2,84.435,1,25,2014,6,0
"13165",26435791004,2014-01-25,0,3,85.71,1,25,2014,6,0
"17545",26435791004,2014-01-25,0,4,85.455,1,25,2014,6,0
"21925",26435791004,2014-01-25,0,5,87.735,1,25,2014,6,0
"26305",26435791004,2014-01-25,0,6,185.324997,1,25,2014,6,0
"30685",26435791004,2014-01-25,1,7,181.424995,1,25,2014,6,0
"35065",26435791004,2014-01-25,1,8,210.809996,1,25,2014,6,0
"39445",26435791004,2014-01-25,1,9,213.629992,1,25,2014,6,0
"43825",26435791004,2014-01-25,1,10,205.304995,1,25,2014,6,0
"48205",26435791004,2014-01-25,1,11,206.234994,1,25,2014,6,0
"52585",26435791004,2014-01-25,1,12,206.204997,1,25,2014,6,0
"56965",26435791004,2014-01-25,1,13,196.979995,1,25,2014,6,0
"61345",26435791004,2014-01-25,1,14,174.299997,1,25,2014,6,0
"65725",26435791004,2014-01-25,1,15,130.709997,1,25,2014,6,0
"70105",26435791004,2014-01-25,1,16,126.479997,1,25,2014,6,0
"74485",26435791004,2014-01-25,1,17,105.6,1,25,2014,6,0
"78865",26435791004,2014-01-25,1,18,103.619997,1,25,2014,6,0
"83245",26435791004,2014-01-25,1,19,101.985,1,25,2014,6,0
"87625",26435791004,2014-01-25,0,20,102.284998,1,25,2014,6,0
"92005",26435791004,2014-01-25,0,21,101.564997,1,25,2014,6,0
"96385",26435791004,2014-01-25,0,22,94.05,1,25,2014,6,0
"100765",26435791004,2014-01-25,0,23,85.605,1,25,2014,6,0
"26",26435791004,2014-01-26,0,0,82.365,1,26,2014,0,0
"4406",26435791004,2014-01-26,0,1,82.005,1,26,2014,0,0
"8786",26435791004,2014-01-26,0,2,82.44,1,26,2014,0,0
"13166",26435791004,2014-01-26,0,3,85.32,1,26,2014,0,0
"17546",26435791004,2014-01-26,0,4,87.45,1,26,2014,0,0
"21926",26435791004,2014-01-26,0,5,84.165,1,26,2014,0,0
"26306",26435791004,2014-01-26,0,6,92.25,1,26,2014,0,0
"30686",26435791004,2014-01-26,1,7,86.925,1,26,2014,0,0
"35066",26435791004,2014-01-26,1,8,85.815,1,26,2014,0,0
"39446",26435791004,2014-01-26,1,9,86.79,1,26,2014,0,0
"43826",26435791004,2014-01-26,1,10,86.73,1,26,2014,0,0
"48206",26435791004,2014-01-26,1,11,85.245,1,26,2014,0,0
"52586",26435791004,2014-01-26,1,12,85.905,1,26,2014,0,0
"56966",26435791004,2014-01-26,1,13,85.98,1,26,2014,0,0
"61346",26435791004,2014-01-26,1,14,84.75,1,26,2014,0,0
"65726",26435791004,2014-01-26,1,15,91.499998,1,26,2014,0,0
"70106",26435791004,2014-01-26,1,16,93.855,1,26,2014,0,0
"74486",26435791004,2014-01-26,1,17,96.674999,1,26,2014,0,0
"78866",26435791004,2014-01-26,1,18,96.824999,1,26,2014,0,0
"83246",26435791004,2014-01-26,1,19,97.094998,1,26,2014,0,0
"87626",26435791004,2014-01-26,0,20,97.815,1,26,2014,0,0
"92006",26435791004,2014-01-26,0,21,97.259998,1,26,2014,0,0
"96386",26435791004,2014-01-26,0,22,93.09,1,26,2014,0,0
"100766",26435791004,2014-01-26,0,23,87.12,1,26,2014,0,0
"27",26435791004,2014-01-27,0,0,86.985,1,27,2014,1,1
"4407",26435791004,2014-01-27,0,1,86.97,1,27,2014,1,1
"8787",26435791004,2014-01-27,0,2,86.16,1,27,2014,1,1
"13167",26435791004,2014-01-27,0,3,86.505,1,27,2014,1,1
"17547",26435791004,2014-01-27,0,4,124.499999,1,27,2014,1,1
"21927",26435791004,2014-01-27,0,5,203.504997,1,27,2014,1,1
"26307",26435791004,2014-01-27,0,6,245.249994,1,27,2014,1,1
"30687",26435791004,2014-01-27,1,7,264.824994,1,27,2014,1,1
"35067",26435791004,2014-01-27,1,8,270.344991,1,27,2014,1,1
"39447",26435791004,2014-01-27,1,9,283.814991,1,27,2014,1,1
"43827",26435791004,2014-01-27,1,10,304.829993,1,27,2014,1,1
"48207",26435791004,2014-01-27,1,11,297.914993,1,27,2014,1,1
"52587",26435791004,2014-01-27,1,12,288.884992,1,27,2014,1,1
"56967",26435791004,2014-01-27,1,13,285.734995,1,27,2014,1,1
"61347",26435791004,2014-01-27,1,14,266.834996,1,27,2014,1,1
"65727",26435791004,2014-01-27,1,15,245.099994,1,27,2014,1,1
"70107",26435791004,2014-01-27,1,16,237.569995,1,27,2014,1,1
"74487",26435791004,2014-01-27,1,17,230.624995,1,27,2014,1,1
"78867",26435791004,2014-01-27,1,18,171.359995,1,27,2014,1,1
"83247",26435791004,2014-01-27,1,19,158.954996,1,27,2014,1,1
"87627",26435791004,2014-01-27,0,20,117.404995,1,27,2014,1,1
"92007",26435791004,2014-01-27,0,21,106.559999,1,27,2014,1,1
"96387",26435791004,2014-01-27,0,22,98.399999,1,27,2014,1,1
"100767",26435791004,2014-01-27,0,23,81.645,1,27,2014,1,1
"28",26435791004,2014-01-28,0,0,81.57,1,28,2014,2,1
"4408",26435791004,2014-01-28,0,1,83.025,1,28,2014,2,1
"8788",26435791004,2014-01-28,0,2,83.355,1,28,2014,2,1
"13168",26435791004,2014-01-28,0,3,84.93,1,28,2014,2,1
"17548",26435791004,2014-01-28,0,4,182.009997,1,28,2014,2,1
"21928",26435791004,2014-01-28,0,5,203.684998,1,28,2014,2,1
"26308",26435791004,2014-01-28,0,6,263.534996,1,28,2014,2,1
"30688",26435791004,2014-01-28,1,7,288.014997,1,28,2014,2,1
"35068",26435791004,2014-01-28,1,8,306.734995,1,28,2014,2,1
"39448",26435791004,2014-01-28,1,9,308.129993,1,28,2014,2,1
"43828",26435791004,2014-01-28,1,10,310.964993,1,28,2014,2,1
"48208",26435791004,2014-01-28,1,11,307.484995,1,28,2014,2,1
"52588",26435791004,2014-01-28,1,12,310.004993,1,28,2014,2,1
"56968",26435791004,2014-01-28,1,13,301.84499,1,28,2014,2,1
"61348",26435791004,2014-01-28,1,14,285.569993,1,28,2014,2,1
"65728",26435791004,2014-01-28,1,15,260.714993,1,28,2014,2,1
"70108",26435791004,2014-01-28,1,16,238.334995,1,28,2014,2,1
"74488",26435791004,2014-01-28,1,17,231.554997,1,28,2014,2,1
"78868",26435791004,2014-01-28,1,18,169.049997,1,28,2014,2,1
"83248",26435791004,2014-01-28,1,19,158.609996,1,28,2014,2,1
"87628",26435791004,2014-01-28,0,20,120.284998,1,28,2014,2,1
"92008",26435791004,2014-01-28,0,21,113.324999,1,28,2014,2,1
"96388",26435791004,2014-01-28,0,22,102.899999,1,28,2014,2,1
"100768",26435791004,2014-01-28,0,23,88.02,1,28,2014,2,1
"29",26435791004,2014-01-29,0,0,88.185,1,29,2014,3,1
"4409",26435791004,2014-01-29,0,1,85.425,1,29,2014,3,1
"8789",26435791004,2014-01-29,0,2,86.955,1,29,2014,3,1
"13169",26435791004,2014-01-29,0,3,87.18,1,29,2014,3,1
"17549",26435791004,2014-01-29,0,4,152.714997,1,29,2014,3,1
"21929",26435791004,2014-01-29,0,5,209.594998,1,29,2014,3,1
"26309",26435791004,2014-01-29,0,6,258.134995,1,29,2014,3,1
"30689",26435791004,2014-01-29,1,7,285.689996,1,29,2014,3,1
"35069",26435791004,2014-01-29,1,8,303.824993,1,29,2014,3,1
"39449",26435791004,2014-01-29,1,9,319.679996,1,29,2014,3,1
"43829",26435791004,2014-01-29,1,10,310.994992,1,29,2014,3,1
"48209",26435791004,2014-01-29,1,11,307.949994,1,29,2014,3,1
"52589",26435791004,2014-01-29,1,12,304.304991,1,29,2014,3,1
"56969",26435791004,2014-01-29,1,13,298.574993,1,29,2014,3,1
"61349",26435791004,2014-01-29,1,14,278.504995,1,29,2014,3,1
"65729",26435791004,2014-01-29,1,15,257.189993,1,29,2014,3,1
"70109",26435791004,2014-01-29,1,16,247.394997,1,29,2014,3,1
"74489",26435791004,2014-01-29,1,17,235.379993,1,29,2014,3,1
"78869",26435791004,2014-01-29,1,18,176.369997,1,29,2014,3,1
"83249",26435791004,2014-01-29,1,19,165.134997,1,29,2014,3,1
"87629",26435791004,2014-01-29,0,20,122.504999,1,29,2014,3,1
"92009",26435791004,2014-01-29,0,21,112.499998,1,29,2014,3,1
"96389",26435791004,2014-01-29,0,22,103.574998,1,29,2014,3,1
"100769",26435791004,2014-01-29,0,23,86.025,1,29,2014,3,1
"3",26435791004,2014-01-03,0,0,86.97,1,3,2014,5,1
"4383",26435791004,2014-01-03,0,1,87.615,1,3,2014,5,1
"8763",26435791004,2014-01-03,0,2,87.195,1,3,2014,5,1
"13143",26435791004,2014-01-03,0,3,88.32,1,3,2014,5,1
"17523",26435791004,2014-01-03,0,4,87.195,1,3,2014,5,1
"21903",26435791004,2014-01-03,0,5,93.794999,1,3,2014,5,1
"26283",26435791004,2014-01-03,0,6,258.479995,1,3,2014,5,1
"30663",26435791004,2014-01-03,1,7,260.234997,1,3,2014,5,1
"35043",26435791004,2014-01-03,1,8,254.594992,1,3,2014,5,1
"39423",26435791004,2014-01-03,1,9,250.529994,1,3,2014,5,1
"43803",26435791004,2014-01-03,1,10,247.499997,1,3,2014,5,1
"48183",26435791004,2014-01-03,1,11,245.099994,1,3,2014,5,1
"52563",26435791004,2014-01-03,1,12,243.719995,1,3,2014,5,1
"56943",26435791004,2014-01-03,1,13,243.179992,1,3,2014,5,1
"61323",26435791004,2014-01-03,1,14,241.634996,1,3,2014,5,1
"65703",26435791004,2014-01-03,1,15,240.854993,1,3,2014,5,1
"70083",26435791004,2014-01-03,1,16,239.60999,1,3,2014,5,1
"74463",26435791004,2014-01-03,1,17,235.874997,1,3,2014,5,1
"78843",26435791004,2014-01-03,1,18,158.279996,1,3,2014,5,1
"83223",26435791004,2014-01-03,1,19,153.869992,1,3,2014,5,1
"87603",26435791004,2014-01-03,0,20,116.804998,1,3,2014,5,1
"91983",26435791004,2014-01-03,0,21,112.77,1,3,2014,5,1
"96363",26435791004,2014-01-03,0,22,103.184997,1,3,2014,5,1
"100743",26435791004,2014-01-03,0,23,88.035,1,3,2014,5,1
"30",26435791004,2014-01-30,0,0,87.795,1,30,2014,4,1
"4410",26435791004,2014-01-30,0,1,86.835,1,30,2014,4,1
"8790",26435791004,2014-01-30,0,2,86.55,1,30,2014,4,1
"13170",26435791004,2014-01-30,0,3,117.809999,1,30,2014,4,1
"17550",26435791004,2014-01-30,0,4,218.969993,1,30,2014,4,1
"21930",26435791004,2014-01-30,0,5,203.579998,1,30,2014,4,1
"26310",26435791004,2014-01-30,0,6,260.849996,1,30,2014,4,1
"30690",26435791004,2014-01-30,1,7,283.139998,1,30,2014,4,1
"35070",26435791004,2014-01-30,1,8,299.714993,1,30,2014,4,1
"39450",26435791004,2014-01-30,1,9,305.954992,1,30,2014,4,1
"43830",26435791004,2014-01-30,1,10,302.804988,1,30,2014,4,1
"48210",26435791004,2014-01-30,1,11,306.284993,1,30,2014,4,1
"52590",26435791004,2014-01-30,1,12,299.414992,1,30,2014,4,1
"56970",26435791004,2014-01-30,1,13,286.079995,1,30,2014,4,1
"61350",26435791004,2014-01-30,1,14,264.074992,1,30,2014,4,1
"65730",26435791004,2014-01-30,1,15,250.709994,1,30,2014,4,1
"70110",26435791004,2014-01-30,1,16,226.754993,1,30,2014,4,1
"74490",26435791004,2014-01-30,1,17,226.169995,1,30,2014,4,1
"78870",26435791004,2014-01-30,1,18,172.724998,1,30,2014,4,1
"83250",26435791004,2014-01-30,1,19,167.714997,1,30,2014,4,1
"87630",26435791004,2014-01-30,0,20,126.314997,1,30,2014,4,1
"92010",26435791004,2014-01-30,0,21,110.339999,1,30,2014,4,1
"96390",26435791004,2014-01-30,0,22,105.164996,1,30,2014,4,1
"100770",26435791004,2014-01-30,0,23,85.785,1,30,2014,4,1
"31",26435791004,2014-01-31,0,0,87.225,1,31,2014,5,1
"4411",26435791004,2014-01-31,0,1,86.1,1,31,2014,5,1
"8791",26435791004,2014-01-31,0,2,83.085,1,31,2014,5,1
"13171",26435791004,2014-01-31,0,3,83.85,1,31,2014,5,1
"17551",26435791004,2014-01-31,0,4,85.875,1,31,2014,5,1
"21931",26435791004,2014-01-31,0,5,94.619998,1,31,2014,5,1
"26311",26435791004,2014-01-31,0,6,244.664995,1,31,2014,5,1
"30691",26435791004,2014-01-31,1,7,289.244995,1,31,2014,5,1
"35071",26435791004,2014-01-31,1,8,301.934991,1,31,2014,5,1
"39451",26435791004,2014-01-31,1,9,305.429995,1,31,2014,5,1
"43831",26435791004,2014-01-31,1,10,302.789991,1,31,2014,5,1
"48211",26435791004,2014-01-31,1,11,299.834994,1,31,2014,5,1
"52591",26435791004,2014-01-31,1,12,288.449994,1,31,2014,5,1
"56971",26435791004,2014-01-31,1,13,279.494995,1,31,2014,5,1
"61351",26435791004,2014-01-31,1,14,255.494992,1,31,2014,5,1
"65731",26435791004,2014-01-31,1,15,241.184993,1,31,2014,5,1
"70111",26435791004,2014-01-31,1,16,229.499997,1,31,2014,5,1
"74491",26435791004,2014-01-31,1,17,231.659994,1,31,2014,5,1
"78871",26435791004,2014-01-31,1,18,178.049995,1,31,2014,5,1
"83251",26435791004,2014-01-31,1,19,176.129997,1,31,2014,5,1
"87631",26435791004,2014-01-31,0,20,129.914999,1,31,2014,5,1
"92011",26435791004,2014-01-31,0,21,114.719998,1,31,2014,5,1
"96391",26435791004,2014-01-31,0,22,103.499998,1,31,2014,5,1
"100771",26435791004,2014-01-31,0,23,84.84,1,31,2014,5,1
"4",26435791004,2014-01-04,0,0,82.92,1,4,2014,6,0
"4384",26435791004,2014-01-04,0,1,83.67,1,4,2014,6,0
"8764",26435791004,2014-01-04,0,2,82.965,1,4,2014,6,0
"13144",26435791004,2014-01-04,0,3,83.775,1,4,2014,6,0
"17524",26435791004,2014-01-04,0,4,114.81,1,4,2014,6,0
"21904",26435791004,2014-01-04,0,5,211.349996,1,4,2014,6,0
"26284",26435791004,2014-01-04,0,6,215.204995,1,4,2014,6,0
"30664",26435791004,2014-01-04,1,7,204.524992,1,4,2014,6,0
"35044",26435791004,2014-01-04,1,8,200.129992,1,4,2014,6,0
"39424",26435791004,2014-01-04,1,9,197.444996,1,4,2014,6,0
"43804",26435791004,2014-01-04,1,10,192.629999,1,4,2014,6,0
"48184",26435791004,2014-01-04,1,11,200.264994,1,4,2014,6,0
"52564",26435791004,2014-01-04,1,12,202.229995,1,4,2014,6,0
"56944",26435791004,2014-01-04,1,13,198.329997,1,4,2014,6,0
"61324",26435791004,2014-01-04,1,14,201.104993,1,4,2014,6,0
"65704",26435791004,2014-01-04,1,15,196.289995,1,4,2014,6,0
"70084",26435791004,2014-01-04,1,16,203.219996,1,4,2014,6,0
"74464",26435791004,2014-01-04,1,17,204.509995,1,4,2014,6,0
"78844",26435791004,2014-01-04,1,18,203.819993,1,4,2014,6,0
"83224",26435791004,2014-01-04,1,19,200.714996,1,4,2014,6,0
"87604",26435791004,2014-01-04,0,20,202.079994,1,4,2014,6,0
"91984",26435791004,2014-01-04,0,21,202.619995,1,4,2014,6,0
"96364",26435791004,2014-01-04,0,22,200.219991,1,4,2014,6,0
"100744",26435791004,2014-01-04,0,23,192.584994,1,4,2014,6,0
"5",26435791004,2014-01-05,0,0,190.469993,1,5,2014,0,0
"4385",26435791004,2014-01-05,0,1,188.069995,1,5,2014,0,0
"8765",26435791004,2014-01-05,0,2,190.35,1,5,2014,0,0
"13145",26435791004,2014-01-05,0,3,188.459997,1,5,2014,0,0
"17525",26435791004,2014-01-05,0,4,189.374998,1,5,2014,0,0
"21905",26435791004,2014-01-05,0,5,189.239997,1,5,2014,0,0
"26285",26435791004,2014-01-05,0,6,196.154997,1,5,2014,0,0
"30665",26435791004,2014-01-05,1,7,191.219996,1,5,2014,0,0
"35045",26435791004,2014-01-05,1,8,187.739994,1,5,2014,0,0
"39425",26435791004,2014-01-05,1,9,185.729998,1,5,2014,0,0
"43805",26435791004,2014-01-05,1,10,184.034997,1,5,2014,0,0
"48185",26435791004,2014-01-05,1,11,182.654996,1,5,2014,0,0
"52565",26435791004,2014-01-05,1,12,178.634998,1,5,2014,0,0
"56945",26435791004,2014-01-05,1,13,141.974998,1,5,2014,0,0
"61325",26435791004,2014-01-05,1,14,117.734998,1,5,2014,0,0
"65705",26435791004,2014-01-05,1,15,124.004996,1,5,2014,0,0
"70085",26435791004,2014-01-05,1,16,178.409994,1,5,2014,0,0
"74465",26435791004,2014-01-05,1,17,187.049991,1,5,2014,0,0
"78845",26435791004,2014-01-05,1,18,184.094994,1,5,2014,0,0
"83225",26435791004,2014-01-05,1,19,182.234998,1,5,2014,0,0
"87605",26435791004,2014-01-05,0,20,184.349996,1,5,2014,0,0
"91985",26435791004,2014-01-05,0,21,185.264996,1,5,2014,0,0
"96365",26435791004,2014-01-05,0,22,182.279998,1,5,2014,0,0
"100745",26435791004,2014-01-05,0,23,90.54,1,5,2014,0,0
"6",26435791004,2014-01-06,0,0,81.48,1,6,2014,1,1
"4386",26435791004,2014-01-06,0,1,81.27,1,6,2014,1,1
"8766",26435791004,2014-01-06,0,2,80.82,1,6,2014,1,1
"13146",26435791004,2014-01-06,0,3,80.85,1,6,2014,1,1
"17526",26435791004,2014-01-06,0,4,140.444997,1,6,2014,1,1
"21906",26435791004,2014-01-06,0,5,177.704997,1,6,2014,1,1
"26286",26435791004,2014-01-06,0,6,225.179997,1,6,2014,1,1
"30666",26435791004,2014-01-06,1,7,242.684996,1,6,2014,1,1
"35046",26435791004,2014-01-06,1,8,255.494995,1,6,2014,1,1
"39426",26435791004,2014-01-06,1,9,267.194991,1,6,2014,1,1
"43806",26435791004,2014-01-06,1,10,270.944994,1,6,2014,1,1
"48186",26435791004,2014-01-06,1,11,266.234994,1,6,2014,1,1
"52566",26435791004,2014-01-06,1,12,264.059992,1,6,2014,1,1
"56946",26435791004,2014-01-06,1,13,242.909992,1,6,2014,1,1
"61326",26435791004,2014-01-06,1,14,231.97499,1,6,2014,1,1
"65706",26435791004,2014-01-06,1,15,225.254996,1,6,2014,1,1
"70086",26435791004,2014-01-06,1,16,218.534996,1,6,2014,1,1
"74466",26435791004,2014-01-06,1,17,216.824993,1,6,2014,1,1
"78846",26435791004,2014-01-06,1,18,160.889997,1,6,2014,1,1
"83226",26435791004,2014-01-06,1,19,155.249999,1,6,2014,1,1
"87606",26435791004,2014-01-06,0,20,117.539998,1,6,2014,1,1
"91986",26435791004,2014-01-06,0,21,107.144996,1,6,2014,1,1
"96366",26435791004,2014-01-06,0,22,101.519999,1,6,2014,1,1
"100746",26435791004,2014-01-06,0,23,86.22,1,6,2014,1,1
"7",26435791004,2014-01-07,0,0,88.005,1,7,2014,2,1
"4387",26435791004,2014-01-07,0,1,87.06,1,7,2014,2,1
"8767",26435791004,2014-01-07,0,2,87.78,1,7,2014,2,1
"13147",26435791004,2014-01-07,0,3,88.8,1,7,2014,2,1
"17527",26435791004,2014-01-07,0,4,88.605,1,7,2014,2,1
"21907",26435791004,2014-01-07,0,5,92.58,1,7,2014,2,1
"26287",26435791004,2014-01-07,0,6,251.444993,1,7,2014,2,1
"30667",26435791004,2014-01-07,1,7,284.654996,1,7,2014,2,1
"35047",26435791004,2014-01-07,1,8,291.869996,1,7,2014,2,1
"39427",26435791004,2014-01-07,1,9,300.524995,1,7,2014,2,1
"43807",26435791004,2014-01-07,1,10,304.799993,1,7,2014,2,1
"48187",26435791004,2014-01-07,1,11,308.429991,1,7,2014,2,1
"52567",26435791004,2014-01-07,1,12,301.964992,1,7,2014,2,1
"56947",26435791004,2014-01-07,1,13,299.309994,1,7,2014,2,1
"61327",26435791004,2014-01-07,1,14,280.529995,1,7,2014,2,1
"65707",26435791004,2014-01-07,1,15,266.189993,1,7,2014,2,1
"70087",26435791004,2014-01-07,1,16,260.129992,1,7,2014,2,1
"74467",26435791004,2014-01-07,1,17,258.029996,1,7,2014,2,1
"78847",26435791004,2014-01-07,1,18,188.264994,1,7,2014,2,1
"83227",26435791004,2014-01-07,1,19,168.404994,1,7,2014,2,1
"87607",26435791004,2014-01-07,0,20,125.099996,1,7,2014,2,1
"91987",26435791004,2014-01-07,0,21,114.869998,1,7,2014,2,1
"96367",26435791004,2014-01-07,0,22,105.209999,1,7,2014,2,1
"100747",26435791004,2014-01-07,0,23,88.395,1,7,2014,2,1
"8",26435791004,2014-01-08,0,0,88.499999,1,8,2014,3,1
"4388",26435791004,2014-01-08,0,1,88.23,1,8,2014,3,1
"8768",26435791004,2014-01-08,0,2,88.395,1,8,2014,3,1
"13148",26435791004,2014-01-08,0,3,89.46,1,8,2014,3,1
"17528",26435791004,2014-01-08,0,4,88.395,1,8,2014,3,1
"21908",26435791004,2014-01-08,0,5,93.255,1,8,2014,3,1
"26288",26435791004,2014-01-08,0,6,260.684996,1,8,2014,3,1
"30668",26435791004,2014-01-08,1,7,283.019994,1,8,2014,3,1
"35048",26435791004,2014-01-08,1,8,289.109995,1,8,2014,3,1
"39428",26435791004,2014-01-08,1,9,294.554995,1,8,2014,3,1
"43808",26435791004,2014-01-08,1,10,301.619992,1,8,2014,3,1
"48188",26435791004,2014-01-08,1,11,300.959995,1,8,2014,3,1
"52568",26435791004,2014-01-08,1,12,302.219994,1,8,2014,3,1
"56948",26435791004,2014-01-08,1,13,307.964991,1,8,2014,3,1
"61328",26435791004,2014-01-08,1,14,288.524995,1,8,2014,3,1
"65708",26435791004,2014-01-08,1,15,274.724995,1,8,2014,3,1
"70088",26435791004,2014-01-08,1,16,262.454997,1,8,2014,3,1
"74468",26435791004,2014-01-08,1,17,250.034992,1,8,2014,3,1
"78848",26435791004,2014-01-08,1,18,167.985,1,8,2014,3,1
"83228",26435791004,2014-01-08,1,19,157.724998,1,8,2014,3,1
"87608",26435791004,2014-01-08,0,20,120.839997,1,8,2014,3,1
"91988",26435791004,2014-01-08,0,21,115.559998,1,8,2014,3,1
"96368",26435791004,2014-01-08,0,22,107.669999,1,8,2014,3,1
"100748",26435791004,2014-01-08,0,23,91.335,1,8,2014,3,1
"9",26435791004,2014-01-09,0,0,91.26,1,9,2014,4,1
"4389",26435791004,2014-01-09,0,1,90.705,1,9,2014,4,1
"8769",26435791004,2014-01-09,0,2,91.08,1,9,2014,4,1
"13149",26435791004,2014-01-09,0,3,91.41,1,9,2014,4,1
"17529",26435791004,2014-01-09,0,4,91.245,1,9,2014,4,1
"21909",26435791004,2014-01-09,0,5,97.379997,1,9,2014,4,1
"26289",26435791004,2014-01-09,0,6,261.794994,1,9,2014,4,1
"30669",26435791004,2014-01-09,1,7,285.119994,1,9,2014,4,1
"35049",26435791004,2014-01-09,1,8,295.664994,1,9,2014,4,1
"39429",26435791004,2014-01-09,1,9,298.499997,1,9,2014,4,1
"43809",26435791004,2014-01-09,1,10,293.969993,1,9,2014,4,1
"48189",26435791004,2014-01-09,1,11,295.904993,1,9,2014,4,1
"52569",26435791004,2014-01-09,1,12,289.814994,1,9,2014,4,1
"56949",26435791004,2014-01-09,1,13,284.579994,1,9,2014,4,1
"61329",26435791004,2014-01-09,1,14,263.549995,1,9,2014,4,1
"65709",26435791004,2014-01-09,1,15,249.584995,1,9,2014,4,1
"70089",26435791004,2014-01-09,1,16,241.514992,1,9,2014,4,1
"74469",26435791004,2014-01-09,1,17,237.224993,1,9,2014,4,1
"78849",26435791004,2014-01-09,1,18,171.044996,1,9,2014,4,1
"83229",26435791004,2014-01-09,1,19,165.539998,1,9,2014,4,1
"87609",26435791004,2014-01-09,0,20,124.994999,1,9,2014,4,1
"91989",26435791004,2014-01-09,0,21,106.199997,1,9,2014,4,1
"96369",26435791004,2014-01-09,0,22,97.469999,1,9,2014,4,1
"100749",26435791004,2014-01-09,0,23,87.96,1,9,2014,4,1
"274",26435791004,2014-10-01,0,0,69.39,10,1,2014,3,1
"4654",26435791004,2014-10-01,0,1,69.3,10,1,2014,3,1
"9034",26435791004,2014-10-01,0,2,68.64,10,1,2014,3,1
"13414",26435791004,2014-10-01,0,3,68.835,10,1,2014,3,1
"17794",26435791004,2014-10-01,0,4,69.435,10,1,2014,3,1
"22174",26435791004,2014-10-01,0,5,74.88,10,1,2014,3,1
"26554",26435791004,2014-10-01,0,6,190.694995,10,1,2014,3,1
"30934",26435791004,2014-10-01,1,7,222.464997,10,1,2014,3,1
"35314",26435791004,2014-10-01,1,8,236.039996,10,1,2014,3,1
"39694",26435791004,2014-10-01,1,9,252.434998,10,1,2014,3,1
"44074",26435791004,2014-10-01,1,10,267.719995,10,1,2014,3,1
"48454",26435791004,2014-10-01,1,11,263.504997,10,1,2014,3,1
"52834",26435791004,2014-10-01,1,12,254.609994,10,1,2014,3,1
"57214",26435791004,2014-10-01,1,13,250.289993,10,1,2014,3,1
"61594",26435791004,2014-10-01,1,14,233.984998,10,1,2014,3,1
"65974",26435791004,2014-10-01,1,15,210.959992,10,1,2014,3,1
"70354",26435791004,2014-10-01,1,16,195.374993,10,1,2014,3,1
"74734",26435791004,2014-10-01,1,17,219.47999,10,1,2014,3,1
"79114",26435791004,2014-10-01,1,18,134.744993,10,1,2014,3,1
"83494",26435791004,2014-10-01,1,19,125.789995,10,1,2014,3,1
"87874",26435791004,2014-10-01,0,20,116.369996,10,1,2014,3,1
"92254",26435791004,2014-10-01,0,21,102.209997,10,1,2014,3,1
"96634",26435791004,2014-10-01,0,22,92.489999,10,1,2014,3,1
