"","Date","Hour","Temp"
"7802",2014-09-12,23,57
"254",2014-09-13,0,59
"584",2014-09-13,1,57
"913",2014-09-13,2,57
"1243",2014-09-13,3,55
"1571",2014-09-13,4,53.1
"1897",2014-09-13,5,53.1
"2226",2014-09-13,6,53.35
"2555",2014-09-13,7,53.8
"2882",2014-09-13,8,58.1
"3211",2014-09-13,9,63.75
"3537",2014-09-13,10,64.9
"3866",2014-09-13,11,66
"4190",2014-09-13,12,66.9
"4518",2014-09-13,13,64
"4847",2014-09-13,14,64
"5177",2014-09-13,15,63
"5506",2014-09-13,16,62.1
"5834",2014-09-13,17,62.1
"6162",2014-09-13,18,60.5666666666667
"6493",2014-09-13,19,60.1
"6824",2014-09-13,20,60.1
"7152",2014-09-13,21,60.9
"7478",2014-09-13,22,60.45
"7803",2014-09-13,23,60.2
"255",2014-09-14,0,53.1
"585",2014-09-14,1,57.55
"914",2014-09-14,2,57
"1244",2014-09-14,3,55.9
"1572",2014-09-14,4,55
"1898",2014-09-14,5,53.1
"2227",2014-09-14,6,53.1
"2556",2014-09-14,7,53.1
"2883",2014-09-14,8,54
"3212",2014-09-14,9,55.9
"3538",2014-09-14,10,59
"3867",2014-09-14,11,60.1
"4191",2014-09-14,12,63
"4519",2014-09-14,13,64
"4848",2014-09-14,14,64.9
"5178",2014-09-14,15,66
"5507",2014-09-14,16,66
"5835",2014-09-14,17,64
"6163",2014-09-14,18,62.1
"6494",2014-09-14,19,57.9
"6825",2014-09-14,20,57
"7153",2014-09-14,21,57
"7479",2014-09-14,22,57
"7804",2014-09-14,23,54
"256",2014-09-15,0,55.9
"586",2014-09-15,1,51.1
"915",2014-09-15,2,50
"1245",2014-09-15,3,48.9
"1573",2014-09-15,4,48
"1899",2014-09-15,5,48
"2228",2014-09-15,6,48.9
"2557",2014-09-15,7,52
"2884",2014-09-15,8,54
"3213",2014-09-15,9,57.9
"3539",2014-09-15,10,61
"3868",2014-09-15,11,61
"4192",2014-09-15,12,61
"4520",2014-09-15,13,63
"4849",2014-09-15,14,66.9
"5179",2014-09-15,15,64
"5508",2014-09-15,16,61
"5836",2014-09-15,17,60.1
"6164",2014-09-15,18,59
"6495",2014-09-15,19,57.9
"6826",2014-09-15,20,57
"7154",2014-09-15,21,57
"7480",2014-09-15,22,57.9
"7805",2014-09-15,23,55.9
"257",2014-09-16,0,60.1
"587",2014-09-16,1,57
"916",2014-09-16,2,57
"1246",2014-09-16,3,55.9
"1574",2014-09-16,4,55.9
"1900",2014-09-16,5,55.9
"2229",2014-09-16,6,55.9
"2558",2014-09-16,7,57
"2885",2014-09-16,8,57
"3214",2014-09-16,9,59
"3540",2014-09-16,10,62.1
"4193",2014-09-16,12,64
"4521",2014-09-16,13,64.9
"4850",2014-09-16,14,64.9
"5180",2014-09-16,15,64
"5509",2014-09-16,16,61
"5837",2014-09-16,17,61
"6165",2014-09-16,18,61
"6496",2014-09-16,19,61
"6827",2014-09-16,20,61
"7155",2014-09-16,21,60.1
"7481",2014-09-16,22,61
"7806",2014-09-16,23,61
"258",2014-09-17,0,59
"588",2014-09-17,1,59
"917",2014-09-17,2,57
"1247",2014-09-17,3,55.9
"1575",2014-09-17,4,55.9
"1901",2014-09-17,5,54
"2230",2014-09-17,6,55
"2559",2014-09-17,7,57.9
"2886",2014-09-17,8,60.1
"3215",2014-09-17,9,64
"3541",2014-09-17,10,64.9
"3869",2014-09-17,11,66.9
"4194",2014-09-17,12,68
"4522",2014-09-17,13,68
"4851",2014-09-17,14,66.9
"5181",2014-09-17,15,66
"5510",2014-09-17,16,66
"5838",2014-09-17,17,64
"6166",2014-09-17,18,63
"6497",2014-09-17,19,63
"6828",2014-09-17,20,61
"7156",2014-09-17,21,63
"7482",2014-09-17,22,60.1
"7807",2014-09-17,23,57.9
"259",2014-09-18,0,55
"589",2014-09-18,1,57
"918",2014-09-18,2,57
"1248",2014-09-18,3,55.9
"1576",2014-09-18,4,55.9
"1902",2014-09-18,5,55.9
"2231",2014-09-18,6,57
"2560",2014-09-18,7,57.9
"2887",2014-09-18,8,62.1
"3216",2014-09-18,9,66.9
"3542",2014-09-18,10,68
"3870",2014-09-18,11,72
"4195",2014-09-18,12,73
"4523",2014-09-18,13,72
"4852",2014-09-18,14,73
"5182",2014-09-18,15,71.1
"5511",2014-09-18,16,69.1
"5839",2014-09-18,17,66.9
"6167",2014-09-18,18,66
"6498",2014-09-18,19,68
"6829",2014-09-18,20,64.9
"7157",2014-09-18,21,61
"7483",2014-09-18,22,59
"7808",2014-09-18,23,57
"260",2014-09-19,0,48.9
"590",2014-09-19,1,53.1
"919",2014-09-19,2,51.1
"1249",2014-09-19,3,50
"1577",2014-09-19,4,48.9
"1903",2014-09-19,5,48
"2232",2014-09-19,6,46.9
"2561",2014-09-19,7,48
"2888",2014-09-19,8,51.1
"3217",2014-09-19,9,53.1
"3543",2014-09-19,10,54
"3871",2014-09-19,11,55.9
"4196",2014-09-19,12,55
"4524",2014-09-19,13,55.9
"4853",2014-09-19,14,55
"5183",2014-09-19,15,54
"5512",2014-09-19,16,54
"5840",2014-09-19,17,53.1
"6168",2014-09-19,18,51.1
"6499",2014-09-19,19,51.1
"6830",2014-09-19,20,51.1
"7158",2014-09-19,21,51.1
"7484",2014-09-19,22,51.1
"7809",2014-09-19,23,50
"261",2014-09-20,0,63
"591",2014-09-20,1,48.9
"920",2014-09-20,2,48
"1250",2014-09-20,3,48
"1578",2014-09-20,4,48
"1904",2014-09-20,5,46.9
"2233",2014-09-20,6,48.9
"2562",2014-09-20,7,54
"2889",2014-09-20,8,57
"3218",2014-09-20,9,61
"3544",2014-09-20,10,64.9
"3872",2014-09-20,11,68
"4197",2014-09-20,12,71.1
"4525",2014-09-20,13,71.1
"4854",2014-09-20,14,70
"5184",2014-09-20,15,71.1
"5513",2014-09-20,16,69.1
"5841",2014-09-20,17,68
"6169",2014-09-20,18,66.9
"6500",2014-09-20,19,66
"6831",2014-09-20,20,64
"7159",2014-09-20,21,63
"7485",2014-09-20,22,62.1
"7810",2014-09-20,23,62.1
"262",2014-09-21,0,69.625
"592",2014-09-21,1,63
"921",2014-09-21,2,63
"1251",2014-09-21,3,63
"1579",2014-09-21,4,64
"1905",2014-09-21,5,64
"2234",2014-09-21,6,64.9
"2563",2014-09-21,7,69.1
"2890",2014-09-21,8,72
"3219",2014-09-21,9,75
"3545",2014-09-21,10,79
"3873",2014-09-21,11,80.1
"4198",2014-09-21,12,81
"4526",2014-09-21,13,79
"4855",2014-09-21,14,78.1
"5185",2014-09-21,15,71.1
"5514",2014-09-21,16,70
"5842",2014-09-21,17,68
"6170",2014-09-21,18,68
"6501",2014-09-21,19,66.9
"6832",2014-09-21,20,67.825
"7160",2014-09-21,21,70
"7486",2014-09-21,22,69.9
"7811",2014-09-21,23,70.8
"263",2014-09-22,0,53.1
"593",2014-09-22,1,69.45
"922",2014-09-22,2,69.45
"1252",2014-09-22,3,69.1
"1580",2014-09-22,4,68
"1906",2014-09-22,5,66.9
"2235",2014-09-22,6,64.9
"2564",2014-09-22,7,66
"2891",2014-09-22,8,68
"3220",2014-09-22,9,70
"3546",2014-09-22,10,71.1
"3874",2014-09-22,11,72
"4199",2014-09-22,12,73
"4527",2014-09-22,13,72
"4856",2014-09-22,14,72
"5186",2014-09-22,15,70
"5515",2014-09-22,16,68
"5843",2014-09-22,17,66
"6171",2014-09-22,18,64
"6502",2014-09-22,19,61
"6833",2014-09-22,20,57.9
"7161",2014-09-22,21,55.9
"7487",2014-09-22,22,55
"7812",2014-09-22,23,54
"264",2014-09-23,0,61
"594",2014-09-23,1,53.1
"923",2014-09-23,2,52
"1253",2014-09-23,3,51.1
"1581",2014-09-23,4,50
"1907",2014-09-23,5,51.1
"2236",2014-09-23,6,52
"2565",2014-09-23,7,53.1
"2892",2014-09-23,8,55
"3221",2014-09-23,9,57.9
"3547",2014-09-23,10,60.1
"3875",2014-09-23,11,63
"4200",2014-09-23,12,66.9
"4528",2014-09-23,13,68
"4857",2014-09-23,14,69.1
"5187",2014-09-23,15,71.1
"5516",2014-09-23,16,71.1
"5844",2014-09-23,17,69.1
"6172",2014-09-23,18,66.9
"6503",2014-09-23,19,66
"6834",2014-09-23,20,64.9
"7162",2014-09-23,21,63
"7488",2014-09-23,22,62.1
"7813",2014-09-23,23,62.1
"265",2014-09-24,0,57
"595",2014-09-24,1,57.9
"924",2014-09-24,2,57
"1254",2014-09-24,3,55.9
"1582",2014-09-24,4,55.9
"1908",2014-09-24,5,55
"2237",2014-09-24,6,54
"2566",2014-09-24,7,57.9
"2893",2014-09-24,8,61
"3222",2014-09-24,9,63
"3548",2014-09-24,10,64
"3876",2014-09-24,11,64
"4201",2014-09-24,12,64.9
"4529",2014-09-24,13,64
"4858",2014-09-24,14,64
"5188",2014-09-24,15,63
"5517",2014-09-24,16,62.1
"5845",2014-09-24,17,61
"6173",2014-09-24,18,60.1
"6504",2014-09-24,19,59
"6835",2014-09-24,20,59
"7163",2014-09-24,21,59
"7489",2014-09-24,22,57.9
"7814",2014-09-24,23,57
"266",2014-09-25,0,57
"596",2014-09-25,1,57
"925",2014-09-25,2,57
"1255",2014-09-25,3,57
"1583",2014-09-25,4,57
"1909",2014-09-25,5,55
"2238",2014-09-25,6,54
"2567",2014-09-25,7,54
"2894",2014-09-25,8,57
"3223",2014-09-25,9,59
"3549",2014-09-25,10,60.1
"3877",2014-09-25,11,60.1
"4202",2014-09-25,12,61
"4530",2014-09-25,13,61
"4859",2014-09-25,14,61
"5189",2014-09-25,15,61
"5518",2014-09-25,16,60.9
"5846",2014-09-25,17,60.1
"6174",2014-09-25,18,60.1
"6505",2014-09-25,19,60.1
"6836",2014-09-25,20,59
"7164",2014-09-25,21,58.1
"7490",2014-09-25,22,57.9
"7815",2014-09-25,23,57.9
"267",2014-09-26,0,62.1
"597",2014-09-26,1,57
"926",2014-09-26,2,57
"1256",2014-09-26,3,55.9
"1584",2014-09-26,4,55.9
"1910",2014-09-26,5,55.9
"2239",2014-09-26,6,55
"2568",2014-09-26,7,57
"2895",2014-09-26,8,59
"3224",2014-09-26,9,62.1
"3550",2014-09-26,10,66
"3878",2014-09-26,11,66.9
"4203",2014-09-26,12,68
"4531",2014-09-26,13,66.9
"4860",2014-09-26,14,66.9
"5190",2014-09-26,15,66
"5519",2014-09-26,16,64.9
"5847",2014-09-26,17,64
"6175",2014-09-26,18,63
"6506",2014-09-26,19,63
"6837",2014-09-26,20,64
"7165",2014-09-26,21,64
"7491",2014-09-26,22,64
"7816",2014-09-26,23,62.1
"268",2014-09-27,0,64
"598",2014-09-27,1,61
"927",2014-09-27,2,60.1
"1257",2014-09-27,3,61
"1585",2014-09-27,4,61
"1911",2014-09-27,5,61
"2240",2014-09-27,6,61
"2569",2014-09-27,7,64
"2896",2014-09-27,8,68
"3225",2014-09-27,9,72
"3551",2014-09-27,10,75
"3879",2014-09-27,11,79
"4204",2014-09-27,12,80.1
"4532",2014-09-27,13,79
"4861",2014-09-27,14,80.1
"5191",2014-09-27,15,79
"5520",2014-09-27,16,77
"5848",2014-09-27,17,73.9
"6176",2014-09-27,18,72
"6507",2014-09-27,19,71.1
"6838",2014-09-27,20,70
"7166",2014-09-27,21,68
"7492",2014-09-27,22,66.9
"7817",2014-09-27,23,64.9
"269",2014-09-28,0,68
"599",2014-09-28,1,63
"928",2014-09-28,2,62.1
"1258",2014-09-28,3,61
"1586",2014-09-28,4,61
"1912",2014-09-28,5,60.1
"2241",2014-09-28,6,60.1
"2570",2014-09-28,7,64
"2897",2014-09-28,8,66.9
"3226",2014-09-28,9,72
"3552",2014-09-28,10,77
"3880",2014-09-28,11,77
"4205",2014-09-28,12,81
"4533",2014-09-28,13,86
"4862",2014-09-28,14,86
"5192",2014-09-28,15,82
"5521",2014-09-28,16,78.1
"5849",2014-09-28,17,82.9
"6177",2014-09-28,18,82
"6508",2014-09-28,19,79
"6839",2014-09-28,20,75
"7167",2014-09-28,21,73
"7493",2014-09-28,22,72
"7818",2014-09-28,23,69.1
"270",2014-09-29,0,57.1333333333333
"600",2014-09-29,1,68
"929",2014-09-29,2,66.9
"1259",2014-09-29,3,66
"1587",2014-09-29,4,66.9
"1913",2014-09-29,5,68
"2242",2014-09-29,6,66.9
"2898",2014-09-29,8,69.1
"3227",2014-09-29,9,70
"3553",2014-09-29,10,71.1
"3881",2014-09-29,11,72
"4206",2014-09-29,12,73
"4534",2014-09-29,13,72
"4863",2014-09-29,14,70
"5193",2014-09-29,15,66.9
"5522",2014-09-29,16,64
"5850",2014-09-29,17,63.0333333333333
"6178",2014-09-29,18,60.9
"6509",2014-09-29,19,60.1
"6840",2014-09-29,20,59
"7168",2014-09-29,21,57.9
"7494",2014-09-29,22,57.9
"7819",2014-09-29,23,57
"271",2014-09-30,0,57
"601",2014-09-30,1,57
"930",2014-09-30,2,57.1
"1260",2014-09-30,3,57
"1588",2014-09-30,4,57
"1914",2014-09-30,5,55.9
"2243",2014-09-30,6,55.9
"2571",2014-09-30,7,55.9
"2899",2014-09-30,8,55.9
"3228",2014-09-30,9,55.9
"3554",2014-09-30,10,55.9
"3882",2014-09-30,11,55.9
"4207",2014-09-30,12,57
"4535",2014-09-30,13,57
"4864",2014-09-30,14,57
"5194",2014-09-30,15,55.65
"5523",2014-09-30,16,55.9
"5851",2014-09-30,17,55.9
"6179",2014-09-30,18,55.9
"6510",2014-09-30,19,55.9
"6841",2014-09-30,20,57.1
"7169",2014-09-30,21,57.9
"7495",2014-09-30,22,57
"7820",2014-09-30,23,57
"272",2014-10-01,0,55.9
"602",2014-10-01,1,57
"931",2014-10-01,2,57
"1261",2014-10-01,3,57
"1589",2014-10-01,4,57.2
"1915",2014-10-01,5,57
"2244",2014-10-01,6,57
"2572",2014-10-01,7,57
"2900",2014-10-01,8,57
"3229",2014-10-01,9,57.1
"3555",2014-10-01,10,55.9
"3883",2014-10-01,11,57
"4208",2014-10-01,12,57
"4536",2014-10-01,13,55.5666666666667
"4865",2014-10-01,14,55.525
"5195",2014-10-01,15,57.1
"5524",2014-10-01,16,55.9
"5852",2014-10-01,17,55.65
"6180",2014-10-01,18,57
"6511",2014-10-01,19,57
"6842",2014-10-01,20,57.1
"7170",2014-10-01,21,57
"7496",2014-10-01,22,55.5666666666667
"7821",2014-10-01,23,55.9
"273",2014-10-02,0,51.1
"603",2014-10-02,1,55.65
"932",2014-10-02,2,55.9
"1262",2014-10-02,3,55.2
"1590",2014-10-02,4,55
"1916",2014-10-02,5,55.2
"2245",2014-10-02,6,55
"2573",2014-10-02,7,55
"2901",2014-10-02,8,55
"3230",2014-10-02,9,54
"3556",2014-10-02,10,54
"3884",2014-10-02,11,53.7333333333333
"4209",2014-10-02,12,55.2
"4537",2014-10-02,13,54.3333333333333
"4866",2014-10-02,14,54.7
"5196",2014-10-02,15,53.8
"5525",2014-10-02,16,54
"5853",2014-10-02,17,54
"6181",2014-10-02,18,51.9
"6512",2014-10-02,19,52
"6843",2014-10-02,20,52
"7171",2014-10-02,21,51.1
"7497",2014-10-02,22,52
"7822",2014-10-02,23,51.1
"274",2014-10-03,0,53.475
"604",2014-10-03,1,50
"933",2014-10-03,2,50
"1263",2014-10-03,3,48.9
"1591",2014-10-03,4,48.9
"1917",2014-10-03,5,48
"2246",2014-10-03,6,48
"2574",2014-10-03,7,48.9
"2902",2014-10-03,8,49.55
"3231",2014-10-03,9,52
"3557",2014-10-03,10,53.1
"4210",2014-10-03,12,54.7
"4538",2014-10-03,13,54
"5197",2014-10-03,15,55
"5526",2014-10-03,16,55
"5854",2014-10-03,17,54
"6182",2014-10-03,18,53.35
"6513",2014-10-03,19,53.35
"6844",2014-10-03,20,53.1
"7172",2014-10-03,21,53.5
"7498",2014-10-03,22,53.4333333333333
"7823",2014-10-03,23,53.4333333333333
"275",2014-10-04,0,61.8
"605",2014-10-04,1,53.4333333333333
"934",2014-10-04,2,53.35
"1264",2014-10-04,3,53.4333333333333
"1592",2014-10-04,4,53.1
"1918",2014-10-04,5,53.35
"2247",2014-10-04,6,53.5
"2575",2014-10-04,7,54
"2903",2014-10-04,8,54
"3232",2014-10-04,9,55.65
"3558",2014-10-04,10,57.55
"3885",2014-10-04,11,57.55
"4211",2014-10-04,12,58.1
"4539",2014-10-04,13,57.8
"4867",2014-10-04,14,57.4333333333333
"5198",2014-10-04,15,57.9
"5527",2014-10-04,16,58.1
"5855",2014-10-04,17,57.9
"6183",2014-10-04,18,59
"6514",2014-10-04,19,59
"6845",2014-10-04,20,59.55
"7173",2014-10-04,21,60.8666666666667
"7499",2014-10-04,22,62.025
"7824",2014-10-04,23,62.4333333333333
"276",2014-10-05,0,50
"606",2014-10-05,1,57
"935",2014-10-05,2,55
"1265",2014-10-05,3,53.1
"1593",2014-10-05,4,51.1
"1919",2014-10-05,5,50
"2248",2014-10-05,6,48.9
"2576",2014-10-05,7,48.9
"2904",2014-10-05,8,51.1
"3233",2014-10-05,9,53.1
"3559",2014-10-05,10,55.9
"3886",2014-10-05,11,57
"4212",2014-10-05,12,59
"4540",2014-10-05,13,59
"4868",2014-10-05,14,60.1
"5199",2014-10-05,15,60.1
"5528",2014-10-05,16,59
"5856",2014-10-05,17,57
"6184",2014-10-05,18,55.9
"6515",2014-10-05,19,54
"6846",2014-10-05,20,53.1
"7174",2014-10-05,21,52
"7500",2014-10-05,22,53.1
"7825",2014-10-05,23,51.1
"277",2014-10-06,0,55.9
"607",2014-10-06,1,48.9
"936",2014-10-06,2,48
"1266",2014-10-06,3,46
"1594",2014-10-06,4,46.9
"1920",2014-10-06,5,44.1
"2249",2014-10-06,6,44.1
"2577",2014-10-06,7,48
"2905",2014-10-06,8,51.1
"3234",2014-10-06,9,53.1
"3560",2014-10-06,10,57
"3887",2014-10-06,11,60.1
"4213",2014-10-06,12,62.1
"4541",2014-10-06,13,66
"4869",2014-10-06,14,66
"5200",2014-10-06,15,66
"5529",2014-10-06,16,64
"5857",2014-10-06,17,62.1
"6185",2014-10-06,18,60.1
"6516",2014-10-06,19,59
"6847",2014-10-06,20,57
"7175",2014-10-06,21,55.9
"7501",2014-10-06,22,55.9
"7826",2014-10-06,23,55.9
"278",2014-10-07,0,64.65
"608",2014-10-07,1,55.9
"937",2014-10-07,2,55
"1267",2014-10-07,3,55
"1595",2014-10-07,4,57.9
"1921",2014-10-07,5,60.1
"2250",2014-10-07,6,60.1
"2578",2014-10-07,7,61
"2906",2014-10-07,8,64
"3235",2014-10-07,9,66.9
"3561",2014-10-07,10,66.9
"3888",2014-10-07,11,68
"4214",2014-10-07,12,69.1
"4542",2014-10-07,13,72
"4870",2014-10-07,14,72
"5201",2014-10-07,15,71.1
"5530",2014-10-07,16,69.1
"5858",2014-10-07,17,68
"6186",2014-10-07,18,66.9
"6517",2014-10-07,19,66
"6848",2014-10-07,20,64.9
"7176",2014-10-07,21,64
"7827",2014-10-07,23,64.2
"279",2014-10-08,0,57.9
"609",2014-10-08,1,64.9
"938",2014-10-08,2,64.2
"1268",2014-10-08,3,66
"1596",2014-10-08,4,66
"1922",2014-10-08,5,66.55
"2251",2014-10-08,6,64
"2579",2014-10-08,7,64.9
"2907",2014-10-08,8,66
"3236",2014-10-08,9,66.55
"3562",2014-10-08,10,70
"3889",2014-10-08,11,71.1
"4215",2014-10-08,12,70
"4543",2014-10-08,13,72
"4871",2014-10-08,14,70
"5202",2014-10-08,15,72
"5531",2014-10-08,16,70
"5859",2014-10-08,17,69.1
"6187",2014-10-08,18,68
"6518",2014-10-08,19,66
"6849",2014-10-08,20,62.1
"7177",2014-10-08,21,62.1
"7502",2014-10-08,22,60.1
"7828",2014-10-08,23,59
"280",2014-10-09,0,57
"610",2014-10-09,1,57
"939",2014-10-09,2,55
"1269",2014-10-09,3,54
"1597",2014-10-09,4,53.1
"1923",2014-10-09,5,51.1
"2252",2014-10-09,6,50
"2580",2014-10-09,7,52
"2908",2014-10-09,8,55.9
"3237",2014-10-09,9,59
"3563",2014-10-09,10,61
"3890",2014-10-09,11,61
"4216",2014-10-09,12,62.1
"4544",2014-10-09,13,63
"4872",2014-10-09,14,64
"5203",2014-10-09,15,64.9
"5532",2014-10-09,16,64.9
"5860",2014-10-09,17,63
"6188",2014-10-09,18,61
"6519",2014-10-09,19,59
"6850",2014-10-09,20,59
"7178",2014-10-09,21,59
"7503",2014-10-09,22,57
"7829",2014-10-09,23,57
"281",2014-10-10,0,54
"611",2014-10-10,1,55
"940",2014-10-10,2,55
"1270",2014-10-10,3,53.1
"1598",2014-10-10,4,53.1
"1924",2014-10-10,5,52
"2253",2014-10-10,6,51.1
"2581",2014-10-10,7,52
"2909",2014-10-10,8,54
"3238",2014-10-10,9,55.9
"3564",2014-10-10,10,57.9
"3891",2014-10-10,11,60.1
"4217",2014-10-10,12,62.1
"4545",2014-10-10,13,61
"4873",2014-10-10,14,63
"5204",2014-10-10,15,63
"5533",2014-10-10,16,61
"5861",2014-10-10,17,60.1
"6189",2014-10-10,18,57.9
"6520",2014-10-10,19,57
"6851",2014-10-10,20,55.9
"7179",2014-10-10,21,55.9
"7504",2014-10-10,22,55.9
"7830",2014-10-10,23,55
"282",2014-10-11,0,46.9
"612",2014-10-11,1,52
"941",2014-10-11,2,52
"1271",2014-10-11,3,52
"1599",2014-10-11,4,51.1
"1925",2014-10-11,5,51.1
"2254",2014-10-11,6,51.1
"2582",2014-10-11,7,51.1
"2910",2014-10-11,8,50
"3239",2014-10-11,9,48.9
"3565",2014-10-11,10,48
"3892",2014-10-11,11,48.9
"4218",2014-10-11,12,48.9
"4546",2014-10-11,13,48.9
"4874",2014-10-11,14,51.1
"5205",2014-10-11,15,51.1
"5534",2014-10-11,16,51.1
"5862",2014-10-11,17,50
"6190",2014-10-11,18,50
"6521",2014-10-11,19,48.9
"6852",2014-10-11,20,48.9
"7180",2014-10-11,21,48.9
"7505",2014-10-11,22,48
"7831",2014-10-11,23,48
"283",2014-10-12,0,48.9
"613",2014-10-12,1,46.9
"942",2014-10-12,2,46
"1272",2014-10-12,3,46
"1600",2014-10-12,4,46
"1926",2014-10-12,5,46
"2255",2014-10-12,6,45
"2583",2014-10-12,7,46
"2911",2014-10-12,8,50
"3240",2014-10-12,9,53.1
"3566",2014-10-12,10,55
"3893",2014-10-12,11,57.9
"4219",2014-10-12,12,57.9
"4547",2014-10-12,13,57.9
"4875",2014-10-12,14,57
"5206",2014-10-12,15,57
"5535",2014-10-12,16,55.9
"5863",2014-10-12,17,55
"6191",2014-10-12,18,53.1
"6522",2014-10-12,19,52
"6853",2014-10-12,20,52
"7181",2014-10-12,21,50
"7506",2014-10-12,22,50
"7832",2014-10-12,23,50
"284",2014-10-13,0,57.9
"614",2014-10-13,1,48
"943",2014-10-13,2,46.9
"1273",2014-10-13,3,46
"1601",2014-10-13,4,48
"1927",2014-10-13,5,46.9
"2256",2014-10-13,6,48
"2584",2014-10-13,7,48.9
"2912",2014-10-13,8,51.1
"3241",2014-10-13,9,53.1
"3567",2014-10-13,10,55
"3894",2014-10-13,11,57
"4220",2014-10-13,12,60.1
"4548",2014-10-13,13,62.1
"4876",2014-10-13,14,62.1
"5207",2014-10-13,15,63
"5536",2014-10-13,16,62.1
"5864",2014-10-13,17,62.1
"6192",2014-10-13,18,61
"6523",2014-10-13,19,61
"6854",2014-10-13,20,61
"7182",2014-10-13,21,60.1
"7507",2014-10-13,22,61
"7833",2014-10-13,23,60.1
"285",2014-10-14,0,63
"615",2014-10-14,1,61
"944",2014-10-14,2,60.9
"1274",2014-10-14,3,60.1
"1602",2014-10-14,4,62.1
"1928",2014-10-14,5,62.1
"2257",2014-10-14,6,62.8
"2585",2014-10-14,7,63
"2913",2014-10-14,8,64.65
"3242",2014-10-14,9,69.1
"3568",2014-10-14,10,72
"3895",2014-10-14,11,74.2
"4221",2014-10-14,12,75.9
"4549",2014-10-14,13,77
"4877",2014-10-14,14,75.9
"5208",2014-10-14,15,75
"5537",2014-10-14,16,72
"5865",2014-10-14,17,71.1
"6193",2014-10-14,18,68
"6524",2014-10-14,19,66.9
"6855",2014-10-14,20,66
"7183",2014-10-14,21,64.9
"7508",2014-10-14,22,64
"7834",2014-10-14,23,63
"286",2014-10-15,0,66.9
"616",2014-10-15,1,62.1
"945",2014-10-15,2,62.1
"1275",2014-10-15,3,62.1
"1603",2014-10-15,4,62.1
"1929",2014-10-15,5,62.1
"2258",2014-10-15,6,63
"2586",2014-10-15,7,63
"2914",2014-10-15,8,64.9
"3243",2014-10-15,9,68
"3569",2014-10-15,10,75.9
"3896",2014-10-15,11,78.1
"4222",2014-10-15,12,79
"4550",2014-10-15,13,81
"4878",2014-10-15,14,77
"5209",2014-10-15,15,75.9
"5538",2014-10-15,16,75.9
"5866",2014-10-15,17,73
"6194",2014-10-15,18,68
"6525",2014-10-15,19,69.1
"6856",2014-10-15,20,66.9
"7184",2014-10-15,21,66.9
"7509",2014-10-15,22,66.9
"7835",2014-10-15,23,66
"287",2014-10-16,0,61
"617",2014-10-16,1,66.55
"946",2014-10-16,2,67.1
"1276",2014-10-16,3,68
"1604",2014-10-16,4,66
"1930",2014-10-16,5,66.55
"2259",2014-10-16,6,63.7
"2587",2014-10-16,7,64.65
"2915",2014-10-16,8,64.2
"3244",2014-10-16,9,63
"3570",2014-10-16,10,69.1
"3897",2014-10-16,11,68
"4223",2014-10-16,12,67.1666666666667
"4551",2014-10-16,13,66.55
"4879",2014-10-16,14,69.1
"5210",2014-10-16,15,69.2
"5539",2014-10-16,16,65.65
"5867",2014-10-16,17,65.4666666666667
"6195",2014-10-16,18,63
"6526",2014-10-16,19,62.8
"6857",2014-10-16,20,64.05
"7185",2014-10-16,21,63
"7510",2014-10-16,22,61.7
"7836",2014-10-16,23,61
"288",2014-10-17,0,59
"618",2014-10-17,1,60.45
"947",2014-10-17,2,60.45
"1277",2014-10-17,3,60.1
"1605",2014-10-17,4,58.7666666666667
"1931",2014-10-17,5,58.45
"2260",2014-10-17,6,57.4333333333333
"2588",2014-10-17,7,59
"2916",2014-10-17,8,62.1
"3245",2014-10-17,9,63
"3571",2014-10-17,10,64.9
"4224",2014-10-17,12,71.1
"4552",2014-10-17,13,69.1
"4880",2014-10-17,14,70
"5540",2014-10-17,16,69.1
"5868",2014-10-17,17,66
"6196",2014-10-17,18,63
"6527",2014-10-17,19,62.1
"6858",2014-10-17,20,61
"7186",2014-10-17,21,60.1
"7511",2014-10-17,22,59
"7837",2014-10-17,23,57.9
"289",2014-10-18,0,55.9
"619",2014-10-18,1,59
"948",2014-10-18,2,57
"1278",2014-10-18,3,57
"1606",2014-10-18,4,57
"1932",2014-10-18,5,57
"2261",2014-10-18,6,57.9
"2589",2014-10-18,7,58.4
"2917",2014-10-18,8,60.9
"3246",2014-10-18,9,63.0666666666667
"3572",2014-10-18,10,66.9
"3898",2014-10-18,11,69.1
"4225",2014-10-18,12,69.1
"4553",2014-10-18,13,68
"4881",2014-10-18,14,68
"5211",2014-10-18,15,64.9
"5541",2014-10-18,16,64.9
"5869",2014-10-18,17,64.9
"6197",2014-10-18,18,62.1
"6528",2014-10-18,19,61
"6859",2014-10-18,20,59
"7187",2014-10-18,21,59
"7512",2014-10-18,22,57
"7838",2014-10-18,23,57
"290",2014-10-19,0,43
"620",2014-10-19,1,55
"949",2014-10-19,2,55
"1279",2014-10-19,3,54
"1607",2014-10-19,4,53.1
"1933",2014-10-19,5,52
"2262",2014-10-19,6,51.1
"2590",2014-10-19,7,50
"2918",2014-10-19,8,48.9
"3247",2014-10-19,9,50
"3573",2014-10-19,10,52
"3899",2014-10-19,11,53.1
"4226",2014-10-19,12,54
"4554",2014-10-19,13,54
"4882",2014-10-19,14,52
"5212",2014-10-19,15,52
"5542",2014-10-19,16,51.1
"5870",2014-10-19,17,48.9
"6198",2014-10-19,18,48
