"","Account","Date","kWh","month","day","year","hour","DayOfWeek","Weekday","PeakHour","Temperature"
"6640",999999999,"7/30/2014",76.95,7,30,2014,21,3,1,0,71.1
"6641",999999999,"7/30/2014",73.38,7,30,2014,22,3,1,0,69.8
"6642",999999999,"7/30/2014",67.785,7,30,2014,23,3,1,0,68
"6644",999999999,"7/30/2014",57.15,7,30,2014,3,3,1,0,64.9
"6645",999999999,"7/30/2014",134.745,7,30,2014,4,3,1,0,64
"6646",999999999,"7/30/2014",139.979995,7,30,2014,5,3,1,0,64
"6651",999999999,"7/31/2014",75.195,7,31,2014,0,4,1,0,68
"6652",999999999,"7/31/2014",73.23,7,31,2014,1,4,1,0,66
"6658",999999999,"7/31/2014",198.989996,7,31,2014,15,4,1,1,80.1
"6659",999999999,"7/31/2014",126.929999,7,31,2014,16,4,1,1,79
"6660",999999999,"7/31/2014",110.054998,7,31,2014,17,4,1,1,78.1
"6661",999999999,"7/31/2014",113.009998,7,31,2014,18,4,1,1,75.9
"6662",999999999,"7/31/2014",102.644999,7,31,2014,19,4,1,1,73.9
"6663",999999999,"7/31/2014",73.305,7,31,2014,2,4,1,0,66
"6664",999999999,"7/31/2014",96.9,7,31,2014,20,4,1,0,71.1
"6665",999999999,"7/31/2014",76.395,7,31,2014,21,4,1,0,71.1
"6666",999999999,"7/31/2014",72.225,7,31,2014,22,4,1,0,70
"6667",999999999,"7/31/2014",65.13,7,31,2014,23,4,1,0,69.1
"6669",999999999,"7/31/2014",74.055,7,31,2014,3,4,1,0,63
"6670",999999999,"7/31/2014",152.174993,7,31,2014,4,4,1,0,64.9
"6671",999999999,"7/31/2014",157.274995,7,31,2014,5,4,1,0,62.1
"6676",999999999,"7/4/2014",63.21,7,4,2014,0,5,1,0,71.1
"6677",999999999,"7/4/2014",61.935,7,4,2014,1,5,1,0,68
"6678",999999999,"7/4/2014",58.245,7,4,2014,10,5,1,1,75.9
"6679",999999999,"7/4/2014",59.775,7,4,2014,11,5,1,1,73
"6680",999999999,"7/4/2014",59.715,7,4,2014,12,5,1,1,73.9
"6681",999999999,"7/4/2014",58.935,7,4,2014,13,5,1,1,71.8
"6682",999999999,"7/4/2014",58.62,7,4,2014,14,5,1,1,69.625
"6683",999999999,"7/4/2014",58.56,7,4,2014,15,5,1,1,68.72
"6684",999999999,"7/4/2014",58.605,7,4,2014,16,5,1,1,67.55
"6685",999999999,"7/4/2014",59.25,7,4,2014,17,5,1,1,65.55
"6686",999999999,"7/4/2014",60.66,7,4,2014,18,5,1,1,64.56666667
"6687",999999999,"7/4/2014",60.285,7,4,2014,19,5,1,1,64.525
"6688",999999999,"7/4/2014",61.71,7,4,2014,2,5,1,0,70
"6689",999999999,"7/4/2014",61.485,7,4,2014,20,5,1,0,64.56666667
"6690",999999999,"7/4/2014",61.77,7,4,2014,21,5,1,0,64.9
"6691",999999999,"7/4/2014",61.905,7,4,2014,22,5,1,0,64
"6692",999999999,"7/4/2014",56.985,7,4,2014,23,5,1,0,64.56666667
"6694",999999999,"7/4/2014",61.38,7,4,2014,3,5,1,0,70
"6695",999999999,"7/4/2014",61.44,7,4,2014,4,5,1,0,70
"6696",999999999,"7/4/2014",61.44,7,4,2014,5,5,1,0,72
"6697",999999999,"7/4/2014",60.225,7,4,2014,6,5,1,1,72
"6698",999999999,"7/4/2014",60.255,7,4,2014,7,5,1,1,73.65
"6699",999999999,"7/4/2014",59.265,7,4,2014,8,5,1,1,73
"6700",999999999,"7/4/2014",58.38,7,4,2014,9,5,1,1,73.65
"6701",999999999,"7/5/2014",62.49,7,5,2014,0,6,0,0,64.525
"6702",999999999,"7/5/2014",61.155,7,5,2014,1,6,0,0,63.76
"6703",999999999,"7/5/2014",104.564999,7,5,2014,10,6,0,1,72
"6704",999999999,"7/5/2014",104.894997,7,5,2014,11,6,0,1,73.9
"6705",999999999,"7/5/2014",99.674998,7,5,2014,12,6,0,1,75
"6706",999999999,"7/5/2014",99.209998,7,5,2014,13,6,0,1,75.9
"6707",999999999,"7/5/2014",98.999998,7,5,2014,14,6,0,1,78.1
"6708",999999999,"7/5/2014",99.359999,7,5,2014,15,6,0,1,78.1
"6709",999999999,"7/5/2014",75.33,7,5,2014,16,6,0,1,79
"6710",999999999,"7/5/2014",74.28,7,5,2014,17,6,0,1,80.1
"6711",999999999,"7/5/2014",76.935,7,5,2014,18,6,0,1,79
"6712",999999999,"7/5/2014",76.155,7,5,2014,19,6,0,1,77
"6713",999999999,"7/5/2014",66.78,7,5,2014,2,6,0,0,62.475
"6714",999999999,"7/5/2014",75.12,7,5,2014,20,6,0,0,75
"6715",999999999,"7/5/2014",61.08,7,5,2014,21,6,0,0,73.9
"6716",999999999,"7/5/2014",59.88,7,5,2014,22,6,0,0,73.9
"6717",999999999,"7/5/2014",55.32,7,5,2014,23,6,0,0,73
"6719",999999999,"7/5/2014",69.915,7,5,2014,3,6,0,0,60.9
"6720",999999999,"7/5/2014",69.12,7,5,2014,4,6,0,0,59
"6721",999999999,"7/5/2014",60.33,7,5,2014,5,6,0,0,60.1
"6722",999999999,"7/5/2014",60.195,7,5,2014,6,6,0,1,60.1
"6723",999999999,"7/5/2014",102.869999,7,5,2014,7,6,0,1,61
"6724",999999999,"7/5/2014",107.024999,7,5,2014,8,6,0,1,64.9
"6725",999999999,"7/5/2014",105.284998,7,5,2014,9,6,0,1,69.1
"6726",999999999,"7/6/2014",60.21,7,6,2014,0,0,0,0,71.1
"6727",999999999,"7/6/2014",60.525,7,6,2014,1,0,0,0,70
"6728",999999999,"7/6/2014",55.665,7,6,2014,10,0,0,1,79
"6729",999999999,"7/6/2014",56.835,7,6,2014,11,0,0,1,81
"6730",999999999,"7/6/2014",57.33,7,6,2014,12,0,0,1,82
"6731",999999999,"7/6/2014",66.36,7,6,2014,13,0,0,1,82.9
"6732",999999999,"7/6/2014",66.015,7,6,2014,14,0,0,1,84
"6733",999999999,"7/6/2014",60.3,7,6,2014,15,0,0,1,84
"6734",999999999,"7/6/2014",59.73,7,6,2014,16,0,0,1,84
"6735",999999999,"7/6/2014",59.745,7,6,2014,17,0,0,1,82.9
"6736",999999999,"7/6/2014",61.245,7,6,2014,18,0,0,1,82
"6737",999999999,"7/6/2014",61.395,7,6,2014,19,0,0,1,80.1
"6738",999999999,"7/6/2014",60.21,7,6,2014,2,0,0,0,70
"6739",999999999,"7/6/2014",61.995,7,6,2014,20,0,0,0,77
"6740",999999999,"7/6/2014",62.49,7,6,2014,21,0,0,0,75
"6741",999999999,"7/6/2014",61.515,7,6,2014,22,0,0,0,73
"6742",999999999,"7/6/2014",55.785,7,6,2014,23,0,0,0,71.1
"6744",999999999,"7/6/2014",60.015,7,6,2014,3,0,0,0,69.1
"6745",999999999,"7/6/2014",60.24,7,6,2014,4,0,0,0,68
"6746",999999999,"7/6/2014",59.295,7,6,2014,5,0,0,0,68
"6747",999999999,"7/6/2014",59.01,7,6,2014,6,0,0,1,69.1
"6748",999999999,"7/6/2014",58.755,7,6,2014,7,0,0,1,71.1
"6749",999999999,"7/6/2014",58.35,7,6,2014,8,0,0,1,73.9
"6750",999999999,"7/6/2014",57.15,7,6,2014,9,0,0,1,75.9
"6751",999999999,"7/7/2014",61.125,7,7,2014,0,1,1,0,70
"6752",999999999,"7/7/2014",60.63,7,7,2014,1,1,1,0,70
"6758",999999999,"7/7/2014",237.854992,7,7,2014,15,1,1,1,87.1
"6759",999999999,"7/7/2014",156.329996,7,7,2014,16,1,1,1,87.1
"6760",999999999,"7/7/2014",146.969996,7,7,2014,17,1,1,1,85.45
"6761",999999999,"7/7/2014",140.939997,7,7,2014,18,1,1,1,82.4
"6762",999999999,"7/7/2014",124.154999,7,7,2014,19,1,1,1,80.73333333
"6763",999999999,"7/7/2014",60.645,7,7,2014,2,1,1,0,70
"6764",999999999,"7/7/2014",123.494996,7,7,2014,20,1,1,0,80.1
"6765",999999999,"7/7/2014",108.014999,7,7,2014,21,1,1,0,78.9
"6766",999999999,"7/7/2014",86.549999,7,7,2014,22,1,1,0,77.35
"6767",999999999,"7/7/2014",66.66,7,7,2014,23,1,1,0,75
"6769",999999999,"7/7/2014",60.78,7,7,2014,3,1,1,0,70
"6770",999999999,"7/7/2014",60.525,7,7,2014,4,1,1,0,70
"6771",999999999,"7/7/2014",62.07,7,7,2014,5,1,1,0,70
"6772",999999999,"7/7/2014",87.975,7,7,2014,6,1,1,1,70
"6776",999999999,"7/8/2014",73.26,7,8,2014,0,2,1,0,77
"6777",999999999,"7/8/2014",71.985,7,8,2014,1,2,1,0,75
"6783",999999999,"7/8/2014",247.259995,7,8,2014,15,2,1,1,91
"6785",999999999,"7/8/2014",244.604994,7,8,2014,17,2,1,1,87.1
"6786",999999999,"7/8/2014",216.134995,7,8,2014,18,2,1,1,82.9
"6787",999999999,"7/8/2014",203.549997,7,8,2014,19,2,1,1,78.1
"6788",999999999,"7/8/2014",71.415,7,8,2014,2,2,1,0,75.9
"6789",999999999,"7/8/2014",199.634999,7,8,2014,20,2,1,0,75.9
"6790",999999999,"7/8/2014",105.06,7,8,2014,21,2,1,0,73.9
"6791",999999999,"7/8/2014",84.945,7,8,2014,22,2,1,0,73
"6792",999999999,"7/8/2014",73.17,7,8,2014,23,2,1,0,73
"6794",999999999,"7/8/2014",71.58,7,8,2014,3,2,1,0,73.9
"6795",999999999,"7/8/2014",71.37,7,8,2014,4,2,1,0,73.9
"6796",999999999,"7/8/2014",71.865,7,8,2014,5,2,1,0,73.9
"6797",999999999,"7/8/2014",204.524998,7,8,2014,6,2,1,1,75
"6801",999999999,"7/9/2014",80.145,7,9,2014,0,3,1,0,73.9
"6802",999999999,"7/9/2014",80.175,7,9,2014,1,3,1,0,75
"6808",999999999,"7/9/2014",237.674994,7,9,2014,15,3,1,1,88
"6809",999999999,"7/9/2014",158.294999,7,9,2014,16,3,1,1,86
"6810",999999999,"7/9/2014",151.304999,7,9,2014,17,3,1,1,86
"6812",999999999,"7/9/2014",140.729998,7,9,2014,19,3,1,1,80.1
"6813",999999999,"7/9/2014",80.16,7,9,2014,2,3,1,0,75
"6814",999999999,"7/9/2014",126.809998,7,9,2014,20,3,1,0,77
"6815",999999999,"7/9/2014",91.35,7,9,2014,21,3,1,0,75
"6816",999999999,"7/9/2014",83.745,7,9,2014,22,3,1,0,75.9
"6817",999999999,"7/9/2014",70.47,7,9,2014,23,3,1,0,77
"6819",999999999,"7/9/2014",79.5,7,9,2014,3,3,1,0,75.9
"6820",999999999,"7/9/2014",79.23,7,9,2014,4,3,1,0,75
"6821",999999999,"7/9/2014",79.905,7,9,2014,5,3,1,0,73
"6822",999999999,"7/9/2014",202.859995,7,9,2014,6,3,1,1,73.9
"6826",999999999,"8/1/2014",72.63,8,1,2014,0,5,1,0,69.1
"6827",999999999,"8/1/2014",70.59,8,1,2014,1,5,1,0,68
"6833",999999999,"8/1/2014",211.604998,8,1,2014,15,5,1,1,79
"6834",999999999,"8/1/2014",130.904997,8,1,2014,16,5,1,1,81
"6835",999999999,"8/1/2014",121.409999,8,1,2014,17,5,1,1,78.8
"6837",999999999,"8/1/2014",104.834997,8,1,2014,19,5,1,1,73.9
"6838",999999999,"8/1/2014",71.19,8,1,2014,2,5,1,0,68
"6839",999999999,"8/1/2014",99.854998,8,1,2014,20,5,1,0,73.9
"6840",999999999,"8/1/2014",82.56,8,1,2014,21,5,1,0,72
"6841",999999999,"8/1/2014",76.29,8,1,2014,22,5,1,0,72
"6842",999999999,"8/1/2014",69.09,8,1,2014,23,5,1,0,73
"6844",999999999,"8/1/2014",71.145,8,1,2014,3,5,1,0,66.9
"6845",999999999,"8/1/2014",148.319997,8,1,2014,4,5,1,0,66
"6846",999999999,"8/1/2014",155.294997,8,1,2014,5,5,1,0,66
"6847",999999999,"8/1/2014",156.314996,8,1,2014,6,5,1,1,66.9
"6848",999999999,"8/1/2014",168.419997,8,1,2014,7,5,1,1,70
"6851",999999999,"8/10/2014",63.315,8,10,2014,0,0,0,0,72
"6852",999999999,"8/10/2014",62.985,8,10,2014,1,0,0,0,71.1
"6853",999999999,"8/10/2014",68.4,8,10,2014,10,0,0,1,79
"6854",999999999,"8/10/2014",67.185,8,10,2014,11,0,0,1,78.1
"6855",999999999,"8/10/2014",72.435,8,10,2014,12,0,0,1,79
"6856",999999999,"8/10/2014",75.81,8,10,2014,13,0,0,1,78.1
"6857",999999999,"8/10/2014",66.615,8,10,2014,14,0,0,1,78.1
"6858",999999999,"8/10/2014",61.515,8,10,2014,15,0,0,1,75
"6859",999999999,"8/10/2014",60.285,8,10,2014,16,0,0,1,73.9
"6860",999999999,"8/10/2014",63.51,8,10,2014,17,0,0,1,72
"6861",999999999,"8/10/2014",71.145,8,10,2014,18,0,0,1,73.9
"6862",999999999,"8/10/2014",71.88,8,10,2014,19,0,0,1,73
"6863",999999999,"8/10/2014",62.355,8,10,2014,2,0,0,0,70
"6864",999999999,"8/10/2014",65.055,8,10,2014,20,0,0,0,68
"6865",999999999,"8/10/2014",63.915,8,10,2014,21,0,0,0,68
"6866",999999999,"8/10/2014",63.36,8,10,2014,22,0,0,0,66.9
"6867",999999999,"8/10/2014",57.435,8,10,2014,23,0,0,0,66.9
"6869",999999999,"8/10/2014",62.67,8,10,2014,3,0,0,0,69.1
"6870",999999999,"8/10/2014",62.52,8,10,2014,4,0,0,0,69.1
"6871",999999999,"8/10/2014",62.415,8,10,2014,5,0,0,0,68
"6872",999999999,"8/10/2014",61.68,8,10,2014,6,0,0,1,69.1
"6873",999999999,"8/10/2014",65.1,8,10,2014,7,0,0,1,72
"6874",999999999,"8/10/2014",70.68,8,10,2014,8,0,0,1,77
"6875",999999999,"8/10/2014",69.18,8,10,2014,9,0,0,1,78.1
"6876",999999999,"8/11/2014",63.195,8,11,2014,0,1,1,0,66
"6877",999999999,"8/11/2014",62.67,8,11,2014,1,1,1,0,66.9
"6878",999999999,"8/11/2014",185.759996,8,11,2014,10,1,1,1,80.1
"6879",999999999,"8/11/2014",197.909994,8,11,2014,11,1,1,1,82
"6883",999999999,"8/11/2014",203.819994,8,11,2014,15,1,1,1,84
"6884",999999999,"8/11/2014",126.569998,8,11,2014,16,1,1,1,82
"6885",999999999,"8/11/2014",112.589998,8,11,2014,17,1,1,1,81
"6886",999999999,"8/11/2014",101.894998,8,11,2014,18,1,1,1,79
"6887",999999999,"8/11/2014",92.309999,8,11,2014,19,1,1,1,75
"6888",999999999,"8/11/2014",62.595,8,11,2014,2,1,1,0,66
"6889",999999999,"8/11/2014",88.47,8,11,2014,20,1,1,0,73
"6890",999999999,"8/11/2014",68.865,8,11,2014,21,1,1,0,71.1
"6891",999999999,"8/11/2014",61.89,8,11,2014,22,1,1,0,71.1
"6892",999999999,"8/11/2014",56.655,8,11,2014,23,1,1,0,70
"6894",999999999,"8/11/2014",62.985,8,11,2014,3,1,1,0,66
"6895",999999999,"8/11/2014",63.15,8,11,2014,4,1,1,0,66
"6896",999999999,"8/11/2014",99.375,8,11,2014,5,1,1,0,66
"6897",999999999,"8/11/2014",145.394996,8,11,2014,6,1,1,1,68
"6898",999999999,"8/11/2014",153.329996,8,11,2014,7,1,1,1,70
"6899",999999999,"8/11/2014",169.409996,8,11,2014,8,1,1,1,75
"6900",999999999,"8/11/2014",178.724996,8,11,2014,9,1,1,1,77
"6901",999999999,"8/12/2014",62.475,8,12,2014,0,2,1,0,69.1
"6902",999999999,"8/12/2014",62.25,8,12,2014,1,2,1,0,68
"6908",999999999,"8/12/2014",211.79999,8,12,2014,15,2,1,1,79.8
"6909",999999999,"8/12/2014",136.634997,8,12,2014,16,2,1,1,79
"6910",999999999,"8/12/2014",121.829998,8,12,2014,17,2,1,1,77
"6911",999999999,"8/12/2014",120.494997,8,12,2014,18,2,1,1,75
"6912",999999999,"8/12/2014",110.609998,8,12,2014,19,2,1,1,71.1
"6913",999999999,"8/12/2014",62.49,8,12,2014,2,2,1,0,66.9
"6914",999999999,"8/12/2014",100.499999,8,12,2014,20,2,1,0,69.1
"6915",999999999,"8/12/2014",74.76,8,12,2014,21,2,1,0,69.1
"6916",999999999,"8/12/2014",67.305,8,12,2014,22,2,1,0,68
"6917",999999999,"8/12/2014",60.57,8,12,2014,23,2,1,0,68
"6919",999999999,"8/12/2014",62.31,8,12,2014,3,2,1,0,66.9
"6920",999999999,"8/12/2014",116.204996,8,12,2014,4,2,1,0,64.9
"6921",999999999,"8/12/2014",143.429998,8,12,2014,5,2,1,0,64.9
"6926",999999999,"8/13/2014",66.72,8,13,2014,0,3,1,0,66.9
"6927",999999999,"8/13/2014",66.39,8,13,2014,1,3,1,0,66.9
"6933",999999999,"8/13/2014",195.209994,8,13,2014,15,3,1,1,66.2
"6934",999999999,"8/13/2014",189.374996,8,13,2014,16,3,1,1,66.375
"6935",999999999,"8/13/2014",192.704996,8,13,2014,17,3,1,1,68
"6936",999999999,"8/13/2014",187.799991,8,13,2014,18,3,1,1,67.45
"6937",999999999,"8/13/2014",175.694995,8,13,2014,19,3,1,1,68
"6938",999999999,"8/13/2014",66.69,8,13,2014,2,3,1,0,68
"6939",999999999,"8/13/2014",168.149996,8,13,2014,20,3,1,0,69.56666667
"6940",999999999,"8/13/2014",91.35,8,13,2014,21,3,1,0,67.45
"6944",999999999,"8/13/2014",66.615,8,13,2014,3,3,1,0,68
"6945",999999999,"8/13/2014",121.259997,8,13,2014,4,3,1,0,66
"6946",999999999,"8/13/2014",147.63,8,13,2014,5,3,1,0,66
"6951",999999999,"8/14/2014",66.66,8,14,2014,0,4,1,0,64.2
"6952",999999999,"8/14/2014",66.645,8,14,2014,1,4,1,0,64
"6953",999999999,"8/14/2014",189.149994,8,14,2014,10,4,1,1,70
"6954",999999999,"8/14/2014",191.309996,8,14,2014,11,4,1,1,72
"6955",999999999,"8/14/2014",193.574997,8,14,2014,12,4,1,1,73.9
"6956",999999999,"8/14/2014",201.644996,8,14,2014,13,4,1,1,75
"6957",999999999,"8/14/2014",199.484995,8,14,2014,14,4,1,1,75
"6958",999999999,"8/14/2014",173.849993,8,14,2014,15,4,1,1,73.9
"6960",999999999,"8/14/2014",122.459994,8,14,2014,17,4,1,1,75
"6961",999999999,"8/14/2014",120.134999,8,14,2014,18,4,1,1,73
"6962",999999999,"8/14/2014",106.694997,8,14,2014,19,4,1,1,71.1
"6963",999999999,"8/14/2014",66.09,8,14,2014,2,4,1,0,64
"6964",999999999,"8/14/2014",97.949999,8,14,2014,20,4,1,0,70
"6965",999999999,"8/14/2014",78.63,8,14,2014,21,4,1,0,69.1
"6966",999999999,"8/14/2014",66.735,8,14,2014,22,4,1,0,69.1
"6967",999999999,"8/14/2014",59.25,8,14,2014,23,4,1,0,64.9
"6969",999999999,"8/14/2014",66.285,8,14,2014,3,4,1,0,64
"6970",999999999,"8/14/2014",144.104997,8,14,2014,4,4,1,0,63
"6971",999999999,"8/14/2014",148.994999,8,14,2014,5,4,1,0,63
"6972",999999999,"8/14/2014",151.529997,8,14,2014,6,4,1,1,63
"6973",999999999,"8/14/2014",158.46,8,14,2014,7,4,1,1,64.9
"6974",999999999,"8/14/2014",175.229996,8,14,2014,8,4,1,1,66
"6975",999999999,"8/14/2014",186.239996,8,14,2014,9,4,1,1,68
"6976",999999999,"8/15/2014",64.905,8,15,2014,0,5,1,0,63
"6977",999999999,"8/15/2014",64.875,8,15,2014,1,5,1,0,62.1
"6978",999999999,"8/15/2014",180.389998,8,15,2014,10,5,1,1,72
"6979",999999999,"8/15/2014",180.704995,8,15,2014,11,5,1,1,71.1
"6981",999999999,"8/15/2014",183.224997,8,15,2014,13,5,1,1,75
"6982",999999999,"8/15/2014",183.689997,8,15,2014,14,5,1,1,73
"6983",999999999,"8/15/2014",163.469998,8,15,2014,15,5,1,1,70
"6984",999999999,"8/15/2014",118.109999,8,15,2014,16,5,1,1,68
"6985",999999999,"8/15/2014",113.519997,8,15,2014,17,5,1,1,66.9
"6986",999999999,"8/15/2014",112.019996,8,15,2014,18,5,1,1,66.9
"6987",999999999,"8/15/2014",96.719999,8,15,2014,19,5,1,1,66
"6988",999999999,"8/15/2014",64.02,8,15,2014,2,5,1,0,63
"6989",999999999,"8/15/2014",89.805,8,15,2014,20,5,1,0,64.9
"6990",999999999,"8/15/2014",75.405,8,15,2014,21,5,1,0,64.9
"6991",999999999,"8/15/2014",66.69,8,15,2014,22,5,1,0,64.9
"6992",999999999,"8/15/2014",57.03,8,15,2014,23,5,1,0,63
"6994",999999999,"8/15/2014",64.635,8,15,2014,3,5,1,0,64.9
"6995",999999999,"8/15/2014",141.494997,8,15,2014,4,5,1,0,63
"6996",999999999,"8/15/2014",146.714999,8,15,2014,5,5,1,0,61
"6997",999999999,"8/15/2014",148.439998,8,15,2014,6,5,1,1,63.3
"6998",999999999,"8/15/2014",152.325,8,15,2014,7,5,1,1,64
"6999",999999999,"8/15/2014",168.329997,8,15,2014,8,5,1,1,66.1
"7000",999999999,"8/15/2014",176.969995,8,15,2014,9,5,1,1,69.1
"7001",999999999,"8/16/2014",61.95,8,16,2014,0,6,0,0,64
"7002",999999999,"8/16/2014",62.22,8,16,2014,1,6,0,0,63
"7003",999999999,"8/16/2014",108.689997,8,16,2014,10,6,0,1,73.9
"7005",999999999,"8/16/2014",103.619999,8,16,2014,12,6,0,1,75
"7006",999999999,"8/16/2014",102.374998,8,16,2014,13,6,0,1,77
"7007",999999999,"8/16/2014",99.554999,8,16,2014,14,6,0,1,78.1
"7008",999999999,"8/16/2014",95.01,8,16,2014,15,6,0,1,77
"7009",999999999,"8/16/2014",71.31,8,16,2014,16,6,0,1,75.9
"7010",999999999,"8/16/2014",69.66,8,16,2014,17,6,0,1,75
"7011",999999999,"8/16/2014",71.085,8,16,2014,18,6,0,1,73.9
"7012",999999999,"8/16/2014",71.385,8,16,2014,19,6,0,1,73
"7013",999999999,"8/16/2014",62.64,8,16,2014,2,6,0,0,63
"7014",999999999,"8/16/2014",72.285,8,16,2014,20,6,0,0,71.1
"7015",999999999,"8/16/2014",62.385,8,16,2014,21,6,0,0,70
"7016",999999999,"8/16/2014",65.865,8,16,2014,22,6,0,0,68
"7017",999999999,"8/16/2014",60.48,8,16,2014,23,6,0,0,66.9
"7019",999999999,"8/16/2014",62.97,8,16,2014,3,6,0,0,63
"7020",999999999,"8/16/2014",62.28,8,16,2014,4,6,0,0,61
"7021",999999999,"8/16/2014",61.545,8,16,2014,5,6,0,0,61
"7022",999999999,"8/16/2014",60.945,8,16,2014,6,6,0,1,62.1
"7023",999999999,"8/16/2014",105.164998,8,16,2014,7,6,0,1,66.9
"7024",999999999,"8/16/2014",110.999996,8,16,2014,8,6,0,1,69.1
"7025",999999999,"8/16/2014",110.4,8,16,2014,9,6,0,1,71.1
"7026",999999999,"8/17/2014",58.965,8,17,2014,0,0,0,0,66
"7027",999999999,"8/17/2014",57.24,8,17,2014,1,0,0,0,66
"7028",999999999,"8/17/2014",74.49,8,17,2014,10,0,0,1,75.9
"7029",999999999,"8/17/2014",75.69,8,17,2014,11,0,0,1,75.9
"7030",999999999,"8/17/2014",77.835,8,17,2014,12,0,0,1,78.1
"7031",999999999,"8/17/2014",73.635,8,17,2014,13,0,0,1,78.1
"7032",999999999,"8/17/2014",64.71,8,17,2014,14,0,0,1,79
"7033",999999999,"8/17/2014",60.615,8,17,2014,15,0,0,1,79
"7034",999999999,"8/17/2014",60.03,8,17,2014,16,0,0,1,77
"7035",999999999,"8/17/2014",60.915,8,17,2014,17,0,0,1,75.9
"7036",999999999,"8/17/2014",62.49,8,17,2014,18,0,0,1,75
"7037",999999999,"8/17/2014",61.68,8,17,2014,19,0,0,1,73
"7038",999999999,"8/17/2014",57.51,8,17,2014,2,0,0,0,66
"7039",999999999,"8/17/2014",63.375,8,17,2014,20,0,0,0,71.1
"7040",999999999,"8/17/2014",63.435,8,17,2014,21,0,0,0,69.1
"7041",999999999,"8/17/2014",63.63,8,17,2014,22,0,0,0,68
"7042",999999999,"8/17/2014",58.215,8,17,2014,23,0,0,0,66.9
"7044",999999999,"8/17/2014",57.69,8,17,2014,3,0,0,0,66
"7045",999999999,"8/17/2014",57.645,8,17,2014,4,0,0,0,64.9
"7046",999999999,"8/17/2014",56.79,8,17,2014,5,0,0,0,64
"7047",999999999,"8/17/2014",56.835,8,17,2014,6,0,0,1,66
"7048",999999999,"8/17/2014",63.345,8,17,2014,7,0,0,1,69.1
"7049",999999999,"8/17/2014",67.56,8,17,2014,8,0,0,1,71.1
"7050",999999999,"8/17/2014",71.82,8,17,2014,9,0,0,1,75
"7051",999999999,"8/18/2014",64.26,8,18,2014,0,1,1,0,66
"7052",999999999,"8/18/2014",63.435,8,18,2014,1,1,1,0,64.9
"7053",999999999,"8/18/2014",166.98,8,18,2014,10,1,1,1,73
